url,url_len,count_dot,count_hyphen,has_at,has_ip,domain_len,tld_len,count_digits,https,num_subdirs,forms_count,password_field,external_resources,label,is_tamilnadu
https://www.tn115.com/path?q=25,31,2,0,0,0,13,3,5,1,3,1,0,2,1,1
https://www.chennai282.com/path?q=250,37,2,0,0,0,18,3,6,1,3,0,0,2,1,1
https://www.account143.com/path?q=754,37,2,0,0,0,18,3,6,1,3,1,0,2,1,0
https://www.secure693.com/path?q=758,36,2,0,0,0,17,3,6,1,3,0,0,2,1,0
https://www.services90.com/path?q=604,37,2,0,0,0,18,3,5,1,3,0,0,2,0,0
https://www.india33.com/path?q=30,33,2,0,0,0,15,3,4,1,3,0,0,3,1,0
https://www.secure224.com/path?q=238,36,2,0,0,0,17,3,6,1,3,2,0,3,1,0
https://www.services617.com/path?q=27,37,2,0,0,0,19,3,5,1,3,0,1,2,0,0
https://www.services204.com/path?q=733,38,2,0,0,0,19,3,6,1,3,0,0,5,1,0
https://www.tn719.com/path?q=558,32,2,0,0,0,13,3,6,1,3,1,0,4,0,1
https://www.india226.com/path?q=459,35,2,0,0,0,16,3,6,1,3,0,0,2,1,0
https://www.edu285.com/path?q=828,33,2,0,0,0,14,3,6,1,3,1,0,2,0,0
https://www.bank778.com/path?q=825,34,2,0,0,0,15,3,6,1,3,1,0,2,1,0
https://www.login715.com/path?q=432,35,2,0,0,0,16,3,6,1,3,0,0,3,0,0
https://www.shop285.com/path?q=159,34,2,0,0,0,15,3,6,1,3,0,0,3,1,0
https://www.account981.com/path?q=781,37,2,0,0,0,18,3,6,1,3,0,0,3,0,0
https://www.shop105.com/path?q=94,33,2,0,0,0,15,3,5,1,3,1,0,3,0,0
https://www.india100.com/path?q=367,35,2,0,0,0,16,3,6,1,3,0,0,3,1,0
https://www.shop619.com/path?q=270,34,2,0,0,0,15,3,6,1,3,0,1,1,1,0
https://www.madurai45.com/path?q=747,36,2,0,0,0,17,3,5,1,3,0,0,4,0,1
https://www.gov550.com/path?q=127,33,2,0,0,0,14,3,6,1,3,0,0,3,0,0
https://www.india81.com/path?q=565,34,2,0,0,0,15,3,5,1,3,0,0,4,0,0
https://www.pay850.com/path?q=643,33,2,0,0,0,14,3,6,1,3,1,0,2,0,0
https://www.edu907.com/path?q=882,33,2,0,0,0,14,3,6,1,3,0,0,1,1,0
https://www.shop592.com/path?q=196,34,2,0,0,0,15,3,6,1,3,0,0,2,0,0
https://www.chennai72.com/path?q=46,35,2,0,0,0,17,3,4,1,3,0,0,3,0,1
https://www.tn234.com/path?q=791,32,2,0,0,0,13,3,6,1,3,0,0,3,1,1
https://www.pay82.com/path?q=875,32,2,0,0,0,13,3,5,1,3,1,0,5,1,0
https://www.account888.com/path?q=103,37,2,0,0,0,18,3,6,1,3,0,0,2,0,0
https://www.india285.com/path?q=464,35,2,0,0,0,16,3,6,1,3,0,0,3,0,0
https://www.tn855.com/path?q=373,32,2,0,0,0,13,3,6,1,3,1,0,3,0,1
https://www.login380.com/path?q=363,35,2,0,0,1,16,3,6,1,3,0,0,2,0,0
https://www.account687.com/path?q=273,37,2,0,0,0,18,3,6,1,3,0,0,2,0,0
https://www.chennai960.com/path?q=699,37,2,0,0,0,18,3,6,1,3,0,0,2,0,1
https://www.tn74.com/path?q=623,31,2,0,0,0,12,3,5,1,3,0,0,3,1,1
https://www.tn176.com/path?q=546,32,2,0,0,0,13,3,6,1,3,0,0,3,0,1
https://www.chennai251.com/path?q=167,37,2,0,0,0,18,3,6,1,3,0,0,3,1,1
https://www.gov389.com/path?q=276,33,2,0,0,0,14,3,6,1,3,0,0,2,0,0
https://www.tn705.com/path?q=570,32,2,0,0,0,13,3,6,1,3,0,0,4,0,1
https://www.account702.com/path?q=332,37,2,0,0,0,18,3,6,1,3,0,0,2,1,0
https://www.madurai795.com/path?q=57,36,2,0,0,0,18,3,5,1,3,0,0,2,0,1
https://www.account842.com/path?q=32,36,2,0,0,0,18,3,5,1,3,1,0,3,1,0
https://www.madurai324.com/path?q=410,37,2,0,0,0,18,3,6,1,3,0,0,3,1,1
https://www.pay68.com/path?q=216,32,2,0,0,0,13,3,5,1,3,2,1,2,0,0
https://www.edu898.com/path?q=735,33,2,0,0,0,14,3,6,1,3,3,0,2,1,0
https://www.shop218.com/path?q=671,34,2,0,0,0,15,3,6,1,3,1,0,3,1,0
https://www.gov406.com/path?q=905,33,2,0,0,0,14,3,6,1,3,1,0,3,0,0
https://www.tn470.com/path?q=146,32,2,0,0,0,13,3,6,1,3,0,0,3,0,1
https://www.pay143.com/path?q=252,33,2,0,0,0,14,3,6,1,3,2,0,3,0,0
https://www.chennai575.com/path?q=551,37,2,0,0,0,18,3,6,1,3,1,0,4,1,1
https://www.pay765.com/path?q=598,33,2,0,0,0,14,3,6,1,3,0,0,1,0,0
https://www.india920.com/path?q=597,35,2,0,0,0,16,3,6,1,3,0,0,3,1,0
https://www.india371.com/path?q=224,35,2,0,0,0,16,3,6,1,3,0,0,3,1,0
https://www.login522.com/path?q=505,35,2,0,0,0,16,3,6,1,3,0,0,1,0,0
https://www.secure774.com/path?q=48,35,2,0,0,0,17,3,5,1,3,1,0,2,1,0
https://www.secure157.com/path?q=642,36,2,0,0,0,17,3,6,1,3,0,0,3,0,0
https://www.login812.com/path?q=696,35,2,0,0,0,16,3,6,1,3,0,0,2,0,0
https://www.india611.com/path?q=65,34,2,0,0,0,16,3,5,1,3,0,0,2,0,0
https://www.india391.com/path?q=610,35,2,0,0,0,16,3,6,1,3,0,0,1,1,0
https://www.gov542.com/path?q=257,33,2,0,0,0,14,3,6,1,3,0,0,2,1,0
https://www.services882.com/path?q=965,38,2,0,0,0,19,3,6,1,3,1,0,2,1,0
https://www.bank697.com/path?q=738,34,2,0,0,0,15,3,6,1,3,0,0,2,0,0
https://www.secure699.com/path?q=906,36,2,0,0,0,17,3,6,1,3,0,0,3,0,0
https://www.services769.com/path?q=273,38,2,0,0,0,19,3,6,1,3,0,1,5,0,0
https://www.madurai657.com/path?q=348,37,2,0,0,0,18,3,6,1,3,0,0,1,0,1
https://www.secure301.com/path?q=445,36,2,0,0,0,17,3,6,1,3,0,0,4,1,0
https://www.login465.com/path?q=3,33,2,0,0,0,16,3,4,1,3,1,1,3,1,0
https://www.chennai897.com/path?q=736,37,2,0,0,0,18,3,6,1,3,1,0,2,1,1
https://www.pay996.com/path?q=512,33,2,0,0,0,14,3,6,1,3,0,0,3,0,0
https://www.madurai183.com/path?q=519,37,2,0,0,0,18,3,6,1,3,0,0,3,0,1
https://www.secure892.com/path?q=640,36,2,0,0,0,17,3,6,1,3,0,0,2,0,0
https://www.pay862.com/path?q=654,33,2,0,0,0,14,3,6,1,3,0,0,4,0,0
https://www.services624.com/path?q=203,38,2,0,0,0,19,3,6,1,3,1,0,3,1,0
https://www.login383.com/path?q=780,35,2,0,0,1,16,3,6,1,3,1,0,2,0,0
https://www.login553.com/path?q=976,35,2,0,0,0,16,3,6,1,3,0,0,1,1,0
https://www.madurai945.com/path?q=543,37,2,0,0,0,18,3,6,1,3,1,0,2,1,1
https://www.bank614.com/path?q=331,34,2,0,0,0,15,3,6,1,3,0,0,3,1,0
https://www.gov20.com/path?q=114,32,2,0,0,0,13,3,5,1,3,0,0,2,0,0
https://www.shop900.com/path?q=851,34,2,0,0,0,15,3,6,1,3,0,0,2,1,0
https://www.madurai315.com/path?q=245,37,2,0,0,0,18,3,6,1,3,0,0,3,0,1
https://www.bank247.com/path?q=899,34,2,0,0,0,15,3,6,1,3,2,0,3,1,0
https://www.edu970.com/path?q=80,32,2,0,0,0,14,3,5,1,3,0,0,4,1,0
https://www.secure750.com/path?q=497,36,2,0,0,0,17,3,6,1,3,0,0,3,0,0
https://www.secure779.com/path?q=545,36,2,0,0,0,17,3,6,1,3,1,0,2,0,0
https://www.madurai129.com/path?q=131,37,2,0,0,0,18,3,6,1,3,1,0,3,1,1
https://www.tn487.com/path?q=969,32,2,0,0,0,13,3,6,1,3,1,0,3,0,1
https://www.services170.com/path?q=271,38,2,0,0,0,19,3,6,1,3,0,0,2,0,0
https://www.services894.com/path?q=621,38,2,0,0,0,19,3,6,1,3,0,0,3,1,0
https://www.india988.com/path?q=216,35,2,0,0,0,16,3,6,1,3,0,0,1,0,0
https://www.services774.com/path?q=747,38,2,0,0,0,19,3,6,1,3,0,0,3,0,0
https://www.chennai206.com/path?q=730,37,2,0,0,0,18,3,6,1,3,0,0,3,0,1
https://www.pay409.com/path?q=687,33,2,0,0,0,14,3,6,1,3,0,0,2,0,0
https://www.tn383.com/path?q=448,32,2,0,0,0,13,3,6,1,3,0,0,3,0,1
https://www.services463.com/path?q=123,38,2,0,0,0,19,3,6,1,3,0,0,2,1,0
https://www.account231.com/path?q=65,36,2,0,0,0,18,3,5,1,3,1,0,3,0,0
https://www.shop22.com/path?q=602,33,2,0,0,0,14,3,5,1,3,1,0,3,1,0
